track_id,launch_time,launch_x,launch_y,launch_z,launch_vx,launch_vy,launch_vz,cp1_t,cp1_x,cp1_y,cp1_z,cp2_t,cp2_x,cp2_y,cp2_z,cp3_t,cp3_x,cp3_y,cp3_z,cp4_t,cp4_x,cp4_y,cp4_z,launch_spin_rate,apex_t,apex_x,apex_y,apex_z,landing_t,landing_x,landing_y,landing_z
1c26738f-44cc-4cd2-930f-c63ce8ae867e,1770363636.608,-23.344,34.627,0.0609999999999995,35.103684314171,15.784851079526,10.3434916917639,0.431259956696383,-9.67515819159039,40.7810046450058,4.28410330792525,0.896898801094794,4.01716837952363,46.9937967074627,7.60725240982143,1.39967125171864,17.6602184284479,53.2978510077215,9.69219495247999,1.9435125991035,31.2125683969752,59.7698857566404,10.1127350055037,3104.51574323597,1.78,27.261373298208,57.8538945545005,10.1917745928623,3.49,64.165420788412,77.4269167974474,0.140182434372614
d70047ed-bfee-4969-b670-ce988a464812,1770362570.509,-23.344,34.627,0.0610000000000002,33.558069657138,18.6701392907009,17.3822093728501,0.449795726939904,-10.1297124864059,41.6228587431425,7.59165063456088,0.953859779425559,3.2435827936327,48.426510473826,14.307534469679,1.52232919858782,16.7487270663291,54.9859722010925,19.5523408105137,2.16698547187504,30.3935241980885,61.2867908288227,22.3923994190746,7939.74313186516,2.4,34.9665878833754,63.3308947174398,22.5979270819746,4.87,77.5854433772271,82.2141390703768,-0.0721839550376588
097724ad-5813-4c99-8813-52dd13226549,1770362626.625,-23.344,34.627,0.0610000000000002,32.8410213961287,13.8097982652615,15.2240715186197,0.475096434232472,-9.40391276018481,40.2786464435014,6.61960346982103,1.00229241006875,4.82137424865929,45.5043728599721,11.902544838622,1.58748662921518,19.3024909051672,50.2562917692495,15.2738592675054,2.23515843738663,34.027886017077,54.5557964760603,15.9013549838954,7109.75583265698,2.04,29.7150827704113,53.3452089640597,16.0589376914877,4.03,70.5553332775203,64.282900309605,0.156674357622122
ab886492-84fc-44db-aa4c-6400f3419047,1770362649.005,-23.344,34.627,0.0610000000000002,37.5842051326838,21.404313635544,19.611105020366,0.403545617143591,-10.3352847339374,42.0035873844105,7.93885678221123,0.852199728591348,2.74455945136505,49.3507231598472,15.4075757459513,1.35397545253081,15.8566246602882,56.6381842141546,21.9929816439054,1.91913523777797,29.0026703056072,63.8627120392251,27.0126011907031,9128.93389175319,2.7,44.9652098405909,72.5380267227043,29.5809349599335,5.49,94.4480895207421,99.8061923465443,0.194679172553436
05ebea5f-219a-4cf8-843e-3272e9727971,1770363135.511,-23.344,34.627,0.0610000000000002,32.7741183942366,14.3540482716896,16.7099663881612,0.483894423144367,-9.55530805566967,40.5590370401721,7.67051842272463,1.03163191498786,4.40212195142807,46.2808461407286,14.2548255989675,1.65633367292614,18.497670447127,51.7468538618161,19.0063494099059,2.37200707655718,32.7298883803422,56.9597439083478,20.7562510797402,8209.22237486597,2.34,32.1297589830391,56.7452438517135,20.7625104902785,4.75,72.458465778389,71.3583861619706,0.0236867354444776
edde414d-1213-4cb4-bbdd-6821e51affd4,1770363316.278,-23.344,34.627,0.0610000000000002,36.1926718531582,18.2541488839937,12.6471365365205,0.407472451604471,-9.98728791736332,41.3590823175507,5.38215074316567,0.84980412823701,3.41920091239801,48.1012581669489,9.87053706897036,1.32988860930185,16.8353795240793,54.8254881236068,13.2316546555287,1.85133921408906,30.2658376157924,61.5232718692816,15.1106039214348,4624.39931234317,2.12,36.7917414116283,64.7615322671473,15.3622255527648,4.27,83.3465043339932,87.3716118155664,0.00523818217720117
39ac3719-e307-451b-a761-b1714e9df124,1770363352.987,-23.344,34.627,0.0609999999999997,33.7683604280382,22.5097291152994,10.172333467517,0.409021208601194,-10.8226038170898,42.9061232793107,4.1238938420789,0.855190700277257,1.41185157006299,51.8189554574841,7.22356242352873,1.34224071468849,13.2713804468296,61.4261676533338,8.98724501995176,1.87472465464427,24.7127569663385,71.8078159938153,8.93786403217064,3923.78911257983,1.6,18.99136990663,66.4658898249296,9.2242809170472,3.15,47.3868303169162,96.3158826038799,0.141403212814863
6a07997c-1f10-4ef5-8101-745f01732d80,1770363449.366,-23.344,34.627,0.0610000000000001,46.6664158870116,31.2630570762953,5.75809318993926,0.279766627502237,-10.8560380422259,42.9680449018097,1.89446403089396,0.581943333578071,1.70597558619233,51.2742251333775,3.65040191041882,0.909045478151705,14.3131709831295,59.4967267870009,5.27811325638155,1.26499666986449,26.9815416077687,67.6059292886136,6.71370254731866,6559.11617521751,2.42,62.1406281614283,88.8245116889621,8.78329620862741,4.65,118.360284537398,115.913116785599,0.0116522401263407
6a88c88b-7e8f-43f6-987d-d0240230e8de,1770363466.993,-23.344,34.627,0.0610000000000002,38.5444807110955,18.2301850233967,12.4656625065662,0.386795575459447,-9.81294551173876,41.0361926862612,5.00779534940321,0.809786883340807,3.74116193135535,47.5049725167176,9.33007309295792,1.27237235246919,17.2498835289512,54.0578088844587,12.7449879366199,1.77820403533273,30.6764249547028,60.7628464638962,14.8958921455656,3739.15097314885,2.18,40.5058375043216,65.8656197313411,15.4148516817714,4.33,86.1003239180104,93.8277850841123,-0.0633448354726983
b3ab937e-3969-4804-83fe-b1eaea3c5525,1770363501.31,-23.344,34.627,0.0609999999999997,39.5005845300702,19.5250960938532,14.7865172168726,0.380646460045527,-9.9582733138807,41.3053460243812,5.26905118836685,0.793915479300623,3.47960119860507,47.9893942399065,10.2402744911922,1.24301478701921,16.9216913216873,54.6656349633516,14.6116175358549,1.73235550702891,30.3603650388063,61.3482030175334,17.9242875085299,4274.85450044794,2.42,47.4755297350053,69.9182111583399,19.698195152333,4.77,97.2172231536038,96.2172784455901,-0.0679156222354997
