track_id,launch_spin_rate,apex_t,apex_x,apex_y,apex_z,landing_t,landing_x,landing_y,landing_z
1c26738f-44cc-4cd2-930f-c63ce8ae867e,4040.8219363529147,1.8657500942412515,30.05588693212582,58.94956974136957,10.235740140775954,3.734062949551558,72.21447568331872,78.3019511861192,0.0609999999999995
d70047ed-bfee-4969-b670-ce988a464812,9202.876313818628,2.5113003796489597,35.25043625190878,62.93617619974376,23.873480055293648,5.009520469802463,77.46277954607157,83.60726439736688,0.0610000000000002
097724ad-5813-4c99-8813-52dd13226549,6461.045727367053,2.2611107177074343,33.20116373311075,54.80288386100127,17.32008922668226,4.497168503695347,80.27631310791055,63.4735046265339,0.0610000000000002
ab886492-84fc-44db-aa4c-6400f3419047,9407.959115236792,2.906759185246126,47.326403744967685,74.81550838152711,31.11854866720268,6.012894279634339,100.41091065865588,103.48772862834694,0.0610000000000002
05ebea5f-219a-4cf8-843e-3272e9727971,8622.605164863608,2.2481113627815876,30.006132646598758,55.465293299802525,19.77635684410025,4.617098887169776,68.31348822555901,69.37228150023418,0.0610000000000002
edde414d-1213-4cb4-bbdd-6821e51affd4,4659.967738606429,2.022308018588257,37.66546679126968,65.38192288752383,13.543535243309368,4.076079400322866,83.63178402125064,88.70648691112567,0.0610000000000002
39ac3719-e307-451b-a761-b1714e9df124,4206.111499202483,1.5520720169793567,24.23021877659884,69.49719959392948,9.225376956148565,2.9575555508763447,50.40974347983066,99.73636392321342,0.0609999999999997
6a07997c-1f10-4ef5-8101-745f01732d80,4881.742912101062,2.1940081995357765,51.71187298887011,83.49706573339962,9.155170753549111,3.763956875565572,91.11261065675104,107.38921571891571,0.0610000000000001
6a88c88b-7e8f-43f6-987d-d0240230e8de,4805.7070292610315,2.2150583452538033,40.388491133158055,65.96989402501225,14.494314838628213,4.2968180118379395,84.46904978716117,88.89902121997905,0.0610000000000002
b3ab937e-3969-4804-83fe-b1eaea3c5525,5770.19593431207,2.5877166639570275,49.32044298214461,70.40968825552662,21.172673626315383,5.3439962089390365,105.83292683103659,98.29314071645742,0.0609999999999997
f1f4a04a-f077-47f8-8d14-7bc208e83a9f,4702.756728839991,1.9808458029609375,31.81811138557637,79.81055240511748,14.103905886920545,3.9493471379841436,70.47084166948241,121.66119947455203,0.0609999999999997
028127af-f64a-4db1-bce1-41a3321582be,6261.292622987542,2.4176553061225996,46.32263542633649,67.6781501106538,19.30716464202466,4.902526221928623,99.94646611698568,93.03405894475625,0.0609999999999997
fce97d06-1f68-494a-9a2b-f400cac91069,7531.60855362497,1.4632993862470292,12.880241934249133,44.54362588467449,8.24310102018374,2.8398077682772778,40.862181084885115,52.71228429780497,0.0609999999999999
624475e2-c7c6-4b86-a4d0-97133c80f41d,8311.87821584218,2.28550805058111,38.270703922621585,66.8821375621782,15.743771161413996,4.450248930601324,82.3049100216534,91.94464192870102,0.0609999999999997
808d7e44-c247-4f32-a9d0-6ccd065eff3c,8725.435044037486,2.4901154976956867,48.710224100922254,72.04029393447288,17.254492148338137,4.8720580006119825,90.7040804751038,95.67197032417477,0.0609999999999999
ca9b0895-d247-43ae-9230-2541b596ae81,7918.893651047945,2.410236093764065,42.69294140199547,67.04004334704229,18.036622632368584,4.829280424896523,86.73615243763899,92.5656203059841,0.0610000000000002
376e7357-1b90-4338-8109-53d01362a08c,7256.2095131914075,2.571493719318869,47.48812144097506,75.60122702753692,19.61487484049816,5.085541277107454,90.57785449437051,103.93707735359112,0.0609999999999997
931f729d-657c-4f9b-a264-ae0bf25baa7b,7968.4924382358795,2.558832463687484,45.51189553480121,74.02410521624005,19.654804944530195,5.067064978316953,83.67156099801997,100.49545557368066,0.0610000000000002
7dc15e25-97a4-425b-abc1-97692c4c15b7,8613.21439149568,2.3626043518092334,37.87788858627728,66.65280697731116,18.271361332913422,4.770100860475783,77.7850479193782,90.40503527201497,0.0609999999999997
02d2cf8a-30d6-4eda-b043-e03ecf23d9f0,8066.888571831194,2.5713551907181147,48.306565296300285,74.41345019051539,17.549599568937488,5.049759774803107,89.54588720308098,97.09223033201253,0.0610000000000002
cf3349aa-aa30-4043-8ac7-9aa2382f8a9e,8604.361045615697,2.496828183517545,45.78326099934988,75.69210736544495,16.853474798521987,4.719260381309479,83.77113300062024,102.32443749837566,0.0609999999999999
c793edc1-43f2-4546-a5ec-a55120e4f24a,8442.518836875472,2.3581442765573986,42.665898795860045,73.66665656713405,17.176693848132857,4.600218087056122,87.48014739964788,104.2995228604986,0.0610000000000004
627375fa-2cbf-4866-987b-6f33e4acbb05,6794.7458358206595,2.555913857595478,45.02487695474146,77.96443391020921,20.509156269573946,5.116987718959288,90.10585358454078,109.21544030899396,0.0609999999999999
6551bc0f-38bf-41fc-8daa-3044f3c50928,5725.709730890331,2.842638880629792,72.22341727994778,81.61035911348611,18.309234182447778,5.342064714284048,120.93196470374151,107.60225117693577,0.0610000000000002
a29a63a9-772c-4c65-9d3c-6e000e98c8e1,5776.164215132926,2.9830580807318827,77.21046747310874,84.748601072085,20.399244177387292,5.621661894486269,130.60902132229697,113.9316761019326,0.0609999999999999
aa5e0af8-f46c-4e85-8e69-4e6a96a50ce9,5968.703972023603,2.9750644449010424,74.18009919026787,84.42990618736441,20.129243968212656,5.567796557667493,123.2779368505636,112.06321320081469,0.0610000000000002
da48f35c-5a09-4c5f-a6b3-4ffd802b9b6a,6733.535158841072,2.945358838410695,69.63237535478451,78.86976556265682,20.02481109364014,5.388983309496582,119.82227745329027,100.38934120441357,0.0609999999999999
bd4c10e6-0d69-47e0-afed-3308e3254a93,4538.954246127829,2.8307093011103706,84.10121335617853,67.45795106666435,17.54179451530657,5.324137495015308,138.2368207788877,88.56916494367609,0.0609999999999998
